1,287540,481564,1
2,430614,586234,1
3,287271,490149,1
4,247355,442198,1
5,247526,437491,1
6,370852,571340,1
7,247291,430031,1
8,247355,442198,1
9,247526,437491,1
10,247650,430563,1
11,247499,423667,1
12,247841,414091,1
13,247526,437491,1
14,247526,437491,1
15,247651,448139,1
16,371322,558720,1
17,247650,430563,1
18,287479,483221,1
19,286892,502372,1
20,287487,500797,1
21,287415,469397,1
22,287415,469397,1
23,287207,476325,1
24,287487,500797,1
25,983503,725925,2
26,892380,687772,2
27,943372,713892,2
28,918478,727754,2
29,962453,641807,2
30,969714,728486,2
31,862579,621584,2
32,794511,694350,2
33,862633,657818,2
34,827125,670322,2
35,767510,632818,2
36,794420,676540,2
37,817390,659645,2
38,947587,762961,2
39,947550,764762,2
40,946180,712092,2
41,807886,762914,3
42,826949,745671,3
43,816534,750402,3
44,855018,743894,3
45,817501,706511,3
46,797049,720243,3
47,804378,701518,3
48,815060,692852,3
49,799765,799034,3
50,828983,753489,3
51,713704,789504,3
52,756723,786777,3
53,736131,807313,3
54,758431,764853,3
55,956406,756970,3
56,778982,783026,3
57,785289,702323,3
58,799964,778116,3
59,824412,771700,3
60,851306,746150,3
61,611703,552565,4
62,614455,572885,4
63,611927,580789,4
64,434204,496405,4
65,429345,486765,4
66,563310,472275,4
67,578268,514746,4
68,558207,477378,4
69,572436,514017,4
70,573345,492939,4
71,572372,501850,4
72,574534,475145,4
73,681190,584030,4
74,611703,552565,4
75,612081,595027,4
76,614455,572885,4
77,611703,552565,4
78,611703,552565,4
79,611711,570141,4
80,745847,863229,5
81,780288,867792,5
82,812019,888449,5
83,680140,771137,5
84,692040,826062,5
85,724669,817571,5
86,720586,795653,5
87,721891,798074,5
88,708918,899234,5
89,744900,902228,5
90,710610,902414,5
91,708081,888003,5
92,761223,872157,5
93,760044,929868,5
94,806634,887646,5
95,813076,882268,5
96,806579,888289,5
97,727182,868090,5
98,798691,882793,5
99,783659,889817,5
100,774337,869403,5
101,901092,788092,6
102,867921,833387,6
103,867662,780082,6
104,893612,770820,6
105,919091,805793,6
106,906668,807604,6
107,916521,756059,6
108,905366,742210,6
109,937252,763972,6
110,886254,769274,6
111,910085,749447,6
112,802252,826788,6
113,797542,812066,6
114,773912,870528,6
115,818292,870052,6
116,896954,809870,6
117,847071,822709,6
118,881582,841874,6
119,842017,818579,6
120,811220,819668,6
121,300941,911711,7
122,334035,877945,7
123,268298,762265,7
124,273420,763542,7
125,264933,765468,7
126,282924,765216,7
127,286318,752993,7
128,278064,760356,7
129,272681,768574,7
130,283266,757584,7
131,289062,755190,7
132,288486,762084,7
133,286318,752993,7
134,334854,855426,7
135,329806,868874,7
136,337877,867271,7
137,322939,864121,7
138,316009,884435,7
139,910231,826693,8
140,981735,865901,8
141,960129,870203,8
142,926847,835949,8
143,926335,827949,8
144,899884,836844,8
145,825494,827178,8
146,839161,885387,8
147,853151,897717,8
148,885312,881320,8
149,899684,900884,8
150,905168,874680,8
151,904930,881078,8
152,903995,871961,8
153,923478,860178,8
154,891181,849607,8
155,923787,868129,8
156,811501,851223,9
157,826430,863258,9
158,855433,853267,9
159,850875,863313,9
160,848747,781105,9
161,872073,814563,9
162,856082,805326,9
163,729118,883010,9
164,721838,913082,9
165,744012,908940,9
166,756673,913443,9
167,789918,907554,9
168,834959,920669,9
169,834559,886629,9
170,806892,885092,9
171,815982,858418,9
172,863410,885022,9
173,851957,877631,9
