1,983503,181164,2
2,828758,168198,3
3,287487,4682,1
4,901299,376465,6
5,283573,85392,7
6,247319,4673,1
7,724850,266134,5
8,821990,167064,3
9,434169,165416,4
10,873191,135592,2
11,691922,253992,5
12,899884,270294,8
13,754519,291278,9
14,371167,7914,1
15,843073,156950,3
16,775103,327983,6
17,777232,274897,8
18,731530,139349,3
19,830091,316843,8
20,272089,81260,7
21,682406,209862,4
22,862633,190501,2
23,247526,4293,1
24,856295,305802,8
25,578204,199399,4
26,792116,245334,9
27,947587,164500,2
28,783287,275011,5
29,920189,164434,2
30,871913,354492,6
31,796651,142094,3
32,287271,4339,1
33,833207,161284,3
34,611828,183691,4
35,916928,319267,8
36,793360,282524,9
37,904608,163698,2
38,887025,313229,6
39,775864,232365,5
40,903613,362406,6
41,854403,291454,9
42,331479,79354,7
43,906668,362701,6
44,985097,331900,8
45,264933,79667,7
46,812999,292151,9
47,247291,4266,1
48,247499,4266,1
49,855022,246827,9
50,862153,138228,2
51,697130,267110,5
52,897233,326340,6
53,787596,305292,6
54,689721,230100,5
55,577258,192427,4
56,847114,173822,2
57,805642,173915,2
58,247966,4995,1
59,893225,309671,8
60,803892,314490,6
61,578547,201127,4
62,574534,187800,4
63,855072,189394,2
64,791853,280846,9
65,839258,283661,8
66,806588,259318,9
67,598571,166809,4
68,806634,285860,5
69,905732,307243,8
70,307664,79676,7
71,287207,4275,1
72,814192,248364,5
73,311464,97865,7
74,287207,4275,1
75,887293,167066,2
76,783659,260548,5
77,846957,254674,9
78,287540,4400,1
79,770600,148971,3
80,607499,162638,4
81,331479,79354,7
82,926847,269594,8
83,855018,161381,3
84,864579,300787,9
85,264933,79667,7
86,724669,254284,5
87,579535,203502,4
88,908173,155859,2
89,295488,86453,7
90,247355,4391,1
91,746781,133592,2
92,799801,355394,6
93,865311,325060,8
94,574100,202659,4
95,272681,74843,7
96,577258,192427,4
97,777159,147481,2
98,791134,284930,9
99,866401,327441,8
100,772408,162527,3
101,681190,207097,4
102,247526,4293,1
103,812808,315544,6
104,883233,272737,8
105,612081,195636,4
106,806892,299307,9
107,308664,79892,7
108,902675,172491,2
109,879172,312247,6
110,764917,225167,5
111,874679,358755,6
112,790877,171418,3
113,939103,301544,8
114,287479,4618,1
115,287415,4275,1
116,334035,86428,7
117,853536,266617,5
118,273420,81603,7
119,890488,308891,6
120,963938,314446,8
121,785578,146037,3
122,740925,279207,9
123,865311,325060,8
124,680679,209576,4
125,805642,173915,2
126,823590,354859,6
127,804720,301371,6
128,761223,237896,5
129,789650,141430,3
130,792116,245334,9
131,809730,167065,3
132,905732,307243,8
133,611703,184045,4
134,874679,358755,6
135,793360,282524,9
136,611711,187855,4
137,925756,272879,8
138,247319,4673,1
139,295570,99512,7
140,542957,143599,4
141,923178,370567,6
142,247571,4903,1
143,719452,241531,5
144,964704,328304,8
145,852027,174822,2
146,747066,140928,3
147,760875,285585,9
148,686503,217233,4
149,265689,79884,7
150,821625,333245,6
151,857249,291285,8
152,789012,255943,9
153,781862,135148,3
154,897345,287047,8
155,615924,187787,4
156,333082,83836,7
157,779599,164408,3
158,813088,292502,9
159,925121,161662,2
160,960129,321104,8
161,797544,265546,5
162,877622,258867,8
163,247526,4293,1
164,865190,143457,2
165,708193,268020,5
166,264933,79667,7
167,434169,165416,4
168,880112,265843,9
169,578204,199399,4
170,822162,152592,3
171,934319,305561,8
172,969371,180032,2
173,276336,77344,7
174,782488,257692,8
175,572345,188116,4
176,371167,7914,1
177,731567,289799,9
178,806726,150871,3
179,746373,147092,3
180,272089,81260,7
181,749810,273420,5
182,862633,190501,2
183,247841,4266,1
184,267588,81091,7
185,772408,162527,3
186,855072,189394,2
187,329806,85489,7
188,884076,310592,8
189,896954,359647,6
190,824249,281238,9
191,287207,4275,1
192,946180,169375,2
193,923478,328792,8
194,811068,277153,5
195,312047,78768,7
196,611711,187855,4
197,770600,148971,3
198,607499,162638,4
199,287487,4682,1
200,825634,155129,3
201,938485,320949,8
202,261441,79532,7
203,572884,199894,4
204,247651,4509,1
205,744012,260227,9
206,856526,272207,8
207,803892,314490,6
208,247651,4509,1
209,751879,146730,3
210,572561,188845,4
211,267588,81091,7
212,920073,164461,2
213,430299,6950,1
214,840596,343154,6
215,926787,192248,2
216,727182,237625,5
217,320435,77353,7
218,923787,320172,8
219,901092,370471,6
220,865529,262018,9
221,287882,4904,1
222,812019,244703,5
223,817501,139529,3
224,926335,272781,8
225,247355,4391,1
226,962453,174156,2
227,813295,144679,3
228,938485,320949,8
229,370852,7321,1
230,576469,207286,4
231,910913,319367,6
232,279540,75843,7
233,746781,133592,2
234,782608,283488,9
235,578204,201305,4
236,572345,190670,4
237,856526,272207,8
238,767943,300796,9
239,794511,149885,2
240,270757,78820,7
241,247526,4293,1
242,751879,146730,3
243,747510,277668,5
244,681190,207097,4
245,863026,304275,8
246,269298,75967,7
247,793249,165912,2
248,883233,272737,8
249,320444,99866,7
250,781737,131773,3
251,611703,182691,4
252,783287,275011,5
253,287415,4275,1
254,914784,361961,6
255,824412,171912,3
256,612711,191201,4
257,960129,321104,8
258,811501,286727,9
259,893612,315324,6
260,943372,175992,2
261,919369,263663,8
262,700516,265947,5
263,247319,4673,1
264,923171,368335,6
265,840969,295659,9
266,247291,4266,1
267,782488,257692,8
268,572345,188116,4
269,371167,7914,1
270,821266,340341,6
271,746651,271126,9
272,278801,79064,7
273,806726,150871,3
274,746373,147092,3
275,272089,81260,7
276,862633,190501,2
277,247526,4293,1
278,267588,81091,7
279,817390,149345,2
280,575747,201305,4
281,287479,4618,1
282,947587,164500,2
283,329806,85489,7
284,806634,285860,5
285,835752,338524,6
286,612081,195636,4
287,306963,97696,7
288,946082,169338,2
289,815982,286565,9
290,287271,4339,1
